x,y,z
4.4,1.9000000000000001,0.18978221837227086
4.4,2.0,0.1596924414421599
4.4,2.1,0.09050438537840719
4.4,2.2,-0.0008423006767675573
4.4,2.3000000000000003,-0.09198276215000653
4.4,2.4000000000000004,-0.16060263543794354
4.4,2.5,-0.18990138235794557
4.4,2.6,-0.17270564783447465
4.4,2.7,-0.11322554740108397
4.4,2.8000000000000003,-0.026023884084891553
4.4,2.9000000000000004,0.06754933366996951
4.4,3.0,0.14458411867705048
4.4,3.1,0.18621966888456576
4.4,3.2,0.1822621495111378
4.4,3.3000000000000003,0.13368049932269518
4.4,3.4000000000000004,0.05236920062965232
4.4,3.5,-0.04176390481725276
4.4,3.6,-0.12567174979779305
4.4,3.7,-0.17881076747233354
4.4,3.8000000000000003,-0.18817067302611531
4.4,3.9000000000000004,-0.15145983514145436
4.4,4.0,-0.07766634726774671
4.4,4.1000000000000005,0.015142571125661355
4.4,4.2,0.10424405999187684
4.4,4.3,0.16782296733338864
4.4,4.4,0.1903129592410822
4.4,4.5,0.1662077013300654
4.4,4.6000000000000005,0.10140900143721517
4.4,4.7,0.01178184122996616
4.4,4.800000000000001,-0.08072992461645652
4.4,4.9,-0.15347618936221932
4.5,-5.0,-0.1937861202621753
4.5,-4.9,-0.1576579134940595
4.5,-4.800000000000001,-0.08292955099063974
4.5,-4.7,0.012102857864491667
4.5,-4.6000000000000005,0.10417206501247103
4.5,-4.5,0.17073631751761792
4.5,-4.4,0.19549836485720745
4.5,-4.3,0.17239559423591594
4.5,-4.2,0.10708436963912912
4.5,-4.1000000000000005,0.015555156656729227
4.5,-4.0,-0.07978250118029209
4.5,-3.9000000000000004,-0.1555866202163741
4.5,-3.8000000000000003,-0.1932977083504079
4.5,-3.7,-0.18368277598700408
4.5,-3.6,-0.12909589390121307
4.5,-3.5,-0.04290183461170448
4.5,-3.4000000000000004,0.05379609004453968
4.5,-3.3000000000000003,0.1373228556536491
4.5,-3.2,0.18722819689672276
4.5,-3.1,0.1912935457278331
4.5,-3.0,0.1485235629691271
4.5,-2.9000000000000004,0.06938983205523222
4.5,-2.8000000000000003,-0.026732949800780326
4.5,-2.7,-0.11631057320134326
4.5,-2.6,-0.17741131180916475
4.5,-2.5,-0.19507557385029387
4.5,-2.4000000000000004,-0.1649785319143862
4.5,-2.3000000000000003,-0.09448899153838544
4.5,-2.2,-0.0008652506150018935
4.5,-2.1,0.09297033383560427
4.5,-2.0,0.1640435381095075
4.5,-1.9000000000000001,0.19495316303580085
4.5,-1.8,0.17813145442167178
4.5,-1.7000000000000002,0.11769695321345693
4.5,-1.6,0.02844613303384192
4.5,-1.5,-0.06776929260603022
4.5,-1.4000000000000001,-0.1473924318792385
4.5,-1.3,-0.1909287633376385
4.5,-1.2000000000000002,-0.18771907465757243
4.5,-1.1,-0.13854920956972663
4.5,-1.0,-0.05545766590660123
4.5,-0.9,0.04121184852417566
4.5,-0.8,0.12779126512276934
4.5,-0.7000000000000001,0.18308292314312782
4.5,-0.6000000000000001,0.1935494963378793
4.5,-0.5,0.15662840255444707
4.5,-0.4,0.0813592132191772
4.5,-0.30000000000000004,-0.013829549013905864
4.5,-0.2,-0.10563235532600117
4.5,-0.1,-0.17157267699710668
4.5,0.0,-0.1955060235330194
4.5,0.1,-0.17157267699710668
4.5,0.2,-0.10563235532600117
4.5,0.30000000000000004,-0.013829549013905864
4.5,0.4,0.0813592132191772
4.5,0.5,0.15662840255444707
4.5,0.6000000000000001,0.1935494963378793
4.5,0.7000000000000001,0.18308292314312782
4.5,0.8,0.12779126512276934
4.5,0.9,0.04121184852417566
4.5,1.0,-0.05545766590660123
4.5,1.1,-0.13854920956972663
4.5,1.2000000000000002,-0.18771907465757243
4.5,1.3,-0.1909287633376385
4.5,1.4000000000000001,-0.1473924318792385
4.5,1.5,-0.06776929260603022
4.5,1.6,0.02844613303384192
4.5,1.7000000000000002,0.11769695321345693
4.5,1.8,0.17813145442167178
4.5,1.9000000000000001,0.19495316303580085
4.5,2.0,0.1640435381095075
4.5,2.1,0.09297033383560427
4.5,2.2,-0.0008652506150018935
4.5,2.3000000000000003,-0.09448899153838544
4.5,2.4000000000000004,-0.1649785319143862
4.5,2.5,-0.19507557385029387
4.5,2.6,-0.17741131180916475
4.5,2.7,-0.11631057320134326
4.5,2.8000000000000003,-0.026732949800780326
4.5,2.9000000000000004,0.06938983205523222
4.5,3.0,0.1485235629691271
4.5,3.1,0.1912935457278331
4.5,3.2,0.18722819689672276
4.5,3.3000000000000003,0.1373228556536491
4.5,3.4000000000000004,0.05379609004453968
4.5,3.5,-0.04290183461170448
4.5,3.6,-0.12909589390121307
4.5,3.7,-0.18368277598700408
4.5,3.8000000000000003,-0.1932977083504079
4.5,3.9000000000000004,-0.1555866202163741
4.5,4.0,-0.07978250118029209
4.5,4.1000000000000005,0.015555156656729227
4.5,4.2,0.10708436963912912
4.5,4.3,0.17239559423591594
4.5,4.4,0.19549836485720745
4.5,4.5,0.17073631751761792
4.5,4.6000000000000005,0.10417206501247103
4.5,4.7,0.012102857864491667
4.5,4.800000000000001,-0.08292955099063974
4.5,4.9,-0.1576579134940595
4.6000000000000005,-5.0,-0.19698986338498542
4.6000000000000005,-4.9,-0.1602643718690445
4.6000000000000005,-4.800000000000001,-0.08430057270418945
4.6000000000000005,-4.7,0.012302946743908087
4.6000000000000005,-4.6000000000000005,0.10589427574882879
4.6000000000000005,-4.5,0.1735589928584574
4.6000000000000005,-4.4,0.1987304154348471
4.6000000000000005,-4.3,0.175245701347245
4.6000000000000005,-4.2,0.10885472766233366
4.6000000000000005,-4.1000000000000005,0.01581232020433423
4.6000000000000005,-4.0,-0.0811014947136326
4.6000000000000005,-3.9000000000000004,-0.15815883521219068
4.6000000000000005,-3.8000000000000003,-0.19649337686859053
4.6000000000000005,-3.7,-0.18671948692146573
4.6000000000000005,-3.6,-0.13123015450620112
4.6000000000000005,-3.5,-0.04361110345617711
4.6000000000000005,-3.4000000000000004,0.05468546671032513
4.6000000000000005,-3.3000000000000003,0.13959312740381274
4.6000000000000005,-3.2,0.19032352202832922
4.6000000000000005,-3.1,0.19445608069542716
4.6000000000000005,-3.0,0.1509790089153788
4.6000000000000005,-2.9000000000000004,0.07053701017582795
4.6000000000000005,-2.8000000000000003,-0.027174908718998043
4.6000000000000005,-2.7,-0.11823346220133861
4.6000000000000005,-2.6,-0.1803443406006405
4.6000000000000005,-2.5,-0.19830063469214151
4.6000000000000005,-2.4000000000000004,-0.16770601743459246
4.6000000000000005,-2.3000000000000003,-0.09605111815722077
4.6000000000000005,-2.2,-0.000879555255104958
4.6000000000000005,-2.1,0.09450735344902247
4.6000000000000005,-2.0,0.16675556596964916
4.6000000000000005,-1.9000000000000001,0.19817620013722503
4.6000000000000005,-1.8,0.1810763888746012
4.6000000000000005,-1.7000000000000002,0.1196427623556348
4.6000000000000005,-1.6,0.02891641492479684
4.6000000000000005,-1.5,-0.06888967937485836
4.6000000000000005,-1.4000000000000001,-0.14982917755198594
4.6000000000000005,-1.3,-0.19408526758914038
4.6000000000000005,-1.2000000000000002,-0.1908225151601267
4.6000000000000005,-1.1,-0.1408397558520366
4.6000000000000005,-1.0,-0.056374512353163056
4.6000000000000005,-0.9,0.041893177899617995
4.6000000000000005,-0.8,0.12990395712691488
4.6000000000000005,-0.7000000000000001,0.18610971709065216
4.6000000000000005,-0.6000000000000001,0.19674932750729918
4.6000000000000005,-0.5,0.159217840677475
4.6000000000000005,-0.4,0.08270427353348425
4.6000000000000005,-0.30000000000000004,-0.014058184183880496
4.6000000000000005,-0.2,-0.10737870811671739
4.6000000000000005,-0.1,-0.1744091793392143
4.6000000000000005,0.0,-0.1987382007266929
4.6000000000000005,0.1,-0.1744091793392143
4.6000000000000005,0.2,-0.10737870811671739
4.6000000000000005,0.30000000000000004,-0.014058184183880496
4.6000000000000005,0.4,0.08270427353348425
4.6000000000000005,0.5,0.159217840677475
4.6000000000000005,0.6000000000000001,0.19674932750729918
4.6000000000000005,0.7000000000000001,0.18610971709065216
4.6000000000000005,0.8,0.12990395712691488
4.6000000000000005,0.9,0.041893177899617995
4.6000000000000005,1.0,-0.056374512353163056
4.6000000000000005,1.1,-0.1408397558520366
4.6000000000000005,1.2000000000000002,-0.1908225151601267
4.6000000000000005,1.3,-0.19408526758914038
4.6000000000000005,1.4000000000000001,-0.14982917755198594
4.6000000000000005,1.5,-0.06888967937485836
4.6000000000000005,1.6,0.02891641492479684
4.6000000000000005,1.7000000000000002,0.1196427623556348
4.6000000000000005,1.8,0.1810763888746012
4.6000000000000005,1.9000000000000001,0.19817620013722503
4.6000000000000005,2.0,0.16675556596964916
4.6000000000000005,2.1,0.09450735344902247
4.6000000000000005,2.2,-0.000879555255104958
4.6000000000000005,2.3000000000000003,-0.09605111815722077
4.6000000000000005,2.4000000000000004,-0.16770601743459246
4.6000000000000005,2.5,-0.19830063469214151
4.6000000000000005,2.6,-0.1803443406006405
4.6000000000000005,2.7,-0.11823346220133861
4.6000000000000005,2.8000000000000003,-0.027174908718998043
4.6000000000000005,2.9000000000000004,0.07053701017582795
4.6000000000000005,3.0,0.1509790089153788
4.6000000000000005,3.1,0.19445608069542716
4.6000000000000005,3.2,0.19032352202832922
4.6000000000000005,3.3000000000000003,0.13959312740381274
4.6000000000000005,3.4000000000000004,0.05468546671032513
4.6000000000000005,3.5,-0.04361110345617711
4.6000000000000005,3.6,-0.13123015450620112
4.6000000000000005,3.7,-0.18671948692146573
4.6000000000000005,3.8000000000000003,-0.19649337686859053
4.6000000000000005,3.9000000000000004,-0.15815883521219068
4.6000000000000005,4.0,-0.0811014947136326
4.6000000000000005,4.1000000000000005,0.01581232020433423
4.6000000000000005,4.2,0.10885472766233366
4.6000000000000005,4.3,0.175245701347245
4.6000000000000005,4.4,0.1987304154348471
4.6000000000000005,4.5,0.1735589928584574
4.6000000000000005,4.6000000000000005,0.10589427574882879
4.6000000000000005,4.7,0.012302946743908087
4.6000000000000005,4.800000000000001,-0.08430057270418945
4.6000000000000005,4.9,-0.1602643718690445
4.7,-5.0,-0.19822534890904422
4.7,-4.9,-0.1612695216166719
4.7,-4.800000000000001,-0.08482929096134333
4.7,-4.7,0.012380108646272873
4.7,-4.6000000000000005,0.10655842588589792
4.7,-4.5,0.17464752411363055
4.7,-4.4,0.19997681739300316
4.7,-4.3,0.17634481133923938
4.7,-4.2,0.10953744522932511
4.7,-4.1000000000000005,0.015911492275315655
4.7,-4.0,-0.08161014892038433
4.7,-3.9000000000000004,-0.1591507794069271
4.7,-3.8000000000000003,-0.19772574851717697
4.7,-3.7,-0.18789055846386438
4.7,-3.6,-0.1320532067862849
4.7,-3.5,-0.04388462457082977
4.7,-3.4000000000000004,0.05502844426935294
4.7,-3.3000000000000003,0.14046863076831045
4.7,-3.2,0.19151719744042056
4.7,-3.1,0.19567567478334671
4.7,-3.0,0.15192592251157305
4.7,-2.9000000000000004,0.07097940580718237
4.7,-2.8000000000000003,-0.027345344932126054
4.7,-2.7,-0.11897500152980459
4.7,-2.6,-0.18147542835474778
4.7,-2.5,-0.1995443411416201
4.7,-2.4000000000000004,-0.16875783986483117
4.7,-2.3000000000000003,-0.0966535337537075
4.7,-2.2,-0.0008850716698413257
4.7,-2.1,0.09510008682675561
4.7,-2.0,0.1678014273366835
4.7,-1.9000000000000001,0.19941912615522023
4.7,-1.8,0.1822120679057917
4.7,-1.7000000000000002,0.12039314056499426
4.7,-1.6,0.02909777355631913
4.7,-1.5,-0.06932174323927329
4.7,-1.4000000000000001,-0.15076887960957527
4.7,-1.3,-0.19530253600295122
4.7,-1.2000000000000002,-0.19201932016873807
4.7,-1.1,-0.14172307784930654
4.7,-1.0,-0.05672808330722826
4.7,-0.9,0.04215592448953081
4.7,-0.8,0.13071869173198739
4.7,-0.7000000000000001,0.18727696426469992
4.7,-0.6000000000000001,0.19798330443294687
4.7,-0.5,0.1602164267668743
4.7,-0.4,0.08322298008504281
4.7,-0.30000000000000004,-0.014146354624507649
4.7,-0.2,-0.10805216835061311
4.7,-0.1,-0.17550304281337412
4.7,0.0,-0.19998465151282016
4.7,0.1,-0.17550304281337412
4.7,0.2,-0.10805216835061311
4.7,0.30000000000000004,-0.014146354624507649
4.7,0.4,0.08322298008504281
4.7,0.5,0.1602164267668743
4.7,0.6000000000000001,0.19798330443294687
4.7,0.7000000000000001,0.18727696426469992
4.7,0.8,0.13071869173198739
4.7,0.9,0.04215592448953081
4.7,1.0,-0.05672808330722826
4.7,1.1,-0.14172307784930654
4.7,1.2000000000000002,-0.19201932016873807
4.7,1.3,-0.19530253600295122
4.7,1.4000000000000001,-0.15076887960957527
4.7,1.5,-0.06932174323927329
4.7,1.6,0.02909777355631913
4.7,1.7000000000000002,0.12039314056499426
4.7,1.8,0.1822120679057917
4.7,1.9000000000000001,0.19941912615522023
4.7,2.0,0.1678014273366835
4.7,2.1,0.09510008682675561
4.7,2.2,-0.0008850716698413257
4.7,2.3000000000000003,-0.0966535337537075
4.7,2.4000000000000004,-0.16875783986483117
4.7,2.5,-0.1995443411416201
4.7,2.6,-0.18147542835474778
4.7,2.7,-0.11897500152980459
4.7,2.8000000000000003,-0.027345344932126054
4.7,2.9000000000000004,0.07097940580718237
4.7,3.0,0.15192592251157305
4.7,3.1,0.19567567478334671
4.7,3.2,0.19151719744042056
4.7,3.3000000000000003,0.14046863076831045
4.7,3.4000000000000004,0.05502844426935294
4.7,3.5,-0.04388462457082977
4.7,3.6,-0.1320532067862849
4.7,3.7,-0.18789055846386438
4.7,3.8000000000000003,-0.19772574851717697
4.7,3.9000000000000004,-0.1591507794069271
4.7,4.0,-0.08161014892038433
4.7,4.1000000000000005,0.015911492275315655
4.7,4.2,0.10953744522932511
4.7,4.3,0.17634481133923938
4.7,4.4,0.19997681739300316
4.7,4.5,0.17464752411363055
4.7,4.6000000000000005,0.10655842588589792
4.7,4.7,0.012380108646272873
4.7,4.800000000000001,-0.08482929096134333
4.7,4.9,-0.1612695216166719
4.800000000000001,-5.0,-0.1974802322713925
4.800000000000001,-4.9,-0.16066331961292185
4.800000000000001,-4.800000000000001,-0.08451042298404696
4.800000000000001,-4.7,0.012333572595363931
4.800000000000001,-4.6000000000000005,0.10615787945504769
4.800000000000001,-4.5,0.1739910350386563
4.800000000000001,-4.4,0.1992251170953155
4.800000000000001,-4.3,0.17568194226817666
4.800000000000001,-4.2,0.10912570085185054
4.800000000000001,-4.1000000000000005,0.01585168197512219
4.800000000000001,-4.0,-0.08130338149585217
4.800000000000001,-3.9000000000000004,-0.15855254162208277
4.800000000000001,-3.8000000000000003,-0.19698250984602247
4.800000000000001,-3.7,-0.18718428965445322
4.800000000000001,-3.6,-0.1315568270751468
4.800000000000001,-3.5,-0.043719665023098916
4.800000000000001,-3.4000000000000004,0.05482159580322664
4.800000000000001,-3.3000000000000003,0.1399406180069272
4.800000000000001,-3.2,0.19079729632285575
4.800000000000001,-3.1,0.19494014221060948
4.800000000000001,-3.0,0.15135484251006476
4.800000000000001,-2.9000000000000004,0.07071259867838356
4.800000000000001,-2.8000000000000003,-0.02724255549786151
4.800000000000001,-2.7,-0.11852778197089149
4.800000000000001,-2.6,-0.18079327361653544
4.800000000000001,-2.5,-0.19879426649500115
4.800000000000001,-2.4000000000000004,-0.16812348974306573
4.800000000000001,-2.3000000000000003,-0.09629021919033767
4.800000000000001,-2.2,-0.0008817447410184355
4.800000000000001,-2.1,0.09474261157282503
4.800000000000001,-2.0,0.16717067230954696
4.800000000000001,-1.9000000000000001,0.1986695221838714
4.800000000000001,-1.8,0.18152714418576923
4.800000000000001,-1.7000000000000002,0.11994059031050949
4.800000000000001,-1.6,0.028988396852911817
4.800000000000001,-1.5,-0.06906116715996316
4.800000000000001,-1.4000000000000001,-0.1502021488596713
4.800000000000001,-1.3,-0.19456840603545575
4.800000000000001,-1.2000000000000002,-0.19129753160337176
4.800000000000001,-1.1,-0.14119034970012728
4.800000000000001,-1.0,-0.05651484600469888
4.800000000000001,-0.9,0.041997463016840195
4.800000000000001,-0.8,0.13022732837912848
4.800000000000001,-0.7000000000000001,0.18657300191734866
4.800000000000001,-0.6000000000000001,0.19723909762527997
4.800000000000001,-0.5,0.15961418328052845
4.800000000000001,-0.4,0.08291015012945133
4.800000000000001,-0.30000000000000004,-0.014093179365889847
4.800000000000001,-0.2,-0.10764600703564761
4.800000000000001,-0.1,-0.1748433378973356
4.800000000000001,0.0,-0.19923292176716811
4.800000000000001,0.1,-0.1748433378973356
4.800000000000001,0.2,-0.10764600703564761
4.800000000000001,0.30000000000000004,-0.014093179365889847
4.800000000000001,0.4,0.08291015012945133
4.800000000000001,0.5,0.15961418328052845
4.800000000000001,0.6000000000000001,0.19723909762527997
4.800000000000001,0.7000000000000001,0.18657300191734866
4.800000000000001,0.8,0.13022732837912848
4.800000000000001,0.9,0.041997463016840195
4.800000000000001,1.0,-0.05651484600469888
4.800000000000001,1.1,-0.14119034970012728
4.800000000000001,1.2000000000000002,-0.19129753160337176
4.800000000000001,1.3,-0.19456840603545575
4.800000000000001,1.4000000000000001,-0.1502021488596713
4.800000000000001,1.5,-0.06906116715996316
4.800000000000001,1.6,0.028988396852911817
4.800000000000001,1.7000000000000002,0.11994059031050949
4.800000000000001,1.8,0.18152714418576923
4.800000000000001,1.9000000000000001,0.1986695221838714
4.800000000000001,2.0,0.16717067230954696
4.800000000000001,2.1,0.09474261157282503
4.800000000000001,2.2,-0.0008817447410184355
4.800000000000001,2.3000000000000003,-0.09629021919033767
4.800000000000001,2.4000000000000004,-0.16812348974306573
4.800000000000001,2.5,-0.19879426649500115
4.800000000000001,2.6,-0.18079327361653544
4.800000000000001,2.7,-0.11852778197089149
4.800000000000001,2.8000000000000003,-0.02724255549786151
4.800000000000001,2.9000000000000004,0.07071259867838356
4.800000000000001,3.0,0.15135484251006476
4.800000000000001,3.1,0.19494014221060948
4.800000000000001,3.2,0.19079729632285575
4.800000000000001,3.3000000000000003,0.1399406180069272
4.800000000000001,3.4000000000000004,0.05482159580322664
4.800000000000001,3.5,-0.043719665023098916
4.800000000000001,3.6,-0.1315568270751468
4.800000000000001,3.7,-0.18718428965445322
4.800000000000001,3.8000000000000003,-0.19698250984602247
4.800000000000001,3.9000000000000004,-0.15855254162208277
4.800000000000001,4.0,-0.08130338149585217
4.800000000000001,4.1000000000000005,0.01585168197512219
4.800000000000001,4.2,0.10912570085185054
4.800000000000001,4.3,0.17568194226817666
4.800000000000001,4.4,0.1992251170953155
4.800000000000001,4.5,0.1739910350386563
4.800000000000001,4.6000000000000005,0.10615787945504769
4.800000000000001,4.7,0.012333572595363931
4.800000000000001,4.800000000000001,-0.08451042298404696
4.800000000000001,4.9,-0.16066331961292185
4.9,-5.0,-0.19476195843117086
4.9,-4.9,-0.15845182282783205
4.9,-4.800000000000001,-0.08334715479572571
4.9,-4.7,0.012163803564019172
4.9,-4.6000000000000005,0.10469663858381209
4.9,-4.5,0.17159608505536536
4.9,-4.4,0.19648282528267955
4.9,-4.3,0.1732637173026995
4.9,-4.2,0.10762360854362507
4.9,-4.1000000000000005,0.01563348690850271
4.9,-4.0,-0.08018425755873826
4.9,-3.9000000000000004,-0.15637009925185272
4.9,-3.8000000000000003,-0.19427108705024726
4.9,-3.7,-0.18460773729771449
4.9,-3.6,-0.12974597503477914
4.9,-3.5,-0.04311787303425712
4.9,-3.4000000000000004,0.054066988073444754
4.9,-3.3000000000000003,0.13801436484863688
4.9,-3.2,0.18817101168963396
4.9,-3.1,0.1922568321755476
4.9,-3.0,0.14927147495345505
4.9,-2.9000000000000004,0.06973925463806777
4.9,-2.8000000000000003,-0.026867567454253914
4.9,-2.7,-0.11689627199460087
4.9,-2.6,-0.17830469225065737
4.9,-2.5,-0.19605790525021194
4.9,-2.4000000000000004,-0.1658093052860245
4.9,-2.3000000000000003,-0.09496480458613267
4.9,-2.2,-0.0008696077102093491
4.9,-2.1,0.09343849946180238
4.9,-2.0,0.16486960318397087
4.9,-1.9000000000000001,0.1959348780182742
4.9,-1.8,0.17902846124593863
4.9,-1.7000000000000002,0.11828963332473008
4.9,-1.6,0.028589377670440213
4.9,-1.5,-0.0681105547269774
4.9,-1.4000000000000001,-0.1481346478885907
